!    1          2            3           4          5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36           37           38           39           40           41           42           43           44           45           46           47           48           49           50           51           52           53           54           55           56           57           58           59           60           61           62           63           64           65           66           67           68           69           70           71           72           73           74           75           76
! TEM(K)  log(PRE(N/m**2))  R/Rstar   log(d(cm-3))  H2           CO           C2H2         HCN          N2           CS           SiO          SiS          NaCl         KCl          AlCl         AlF          NaCN         HCP          C2           C3           C4           O2           OH           CO2          H2CO         HO2          H2O          H2O2         CH           CH2          CH3          CH4          C3H2         C4H2         C2H4         C2H          C3H          C4H          C2H3         C2H5         C2H6         NH           NH2          NH3          NO           CN           NCO          HCO          HCCO         CH2OH        CH3O         CH3OH        SH           H2S          SO           SO2          HCS          CS2          OCS          S2           NS           SiH          SiH2         SiH3         SiH4         SiO2         Si2          SiC          SiC2         SiCH         SiCH2        SiN          SiNH         Si2C         HNC          HF          
   942.000  -5.1454          5.18920   8.7405      -.30104      -3.3137      -3.9265      -4.8988      -4.5608      -13.074      -5.3701      -4.8799      -10.797      -11.278      -6.5021      -7.4400      -9.5090      -6.5899      -19.409      -15.515      -24.772      -44.600      -23.674      -19.402      -19.753      -45.086      -16.694      -45.086      -18.997      -15.596      -10.940      -7.9764      -21.147      -7.0669      -10.410      -12.864      -16.082      -17.229      -14.573      -21.289      -19.752      -21.182      -19.887      -15.690      -28.930      -13.148      -29.649      -19.075      -22.353      -32.474      -34.517      -30.928      -17.661      -16.815      -32.917      -45.086      -21.413      -23.863      -21.296      -27.989      -27.766      -8.4165      -9.2754      -15.565      -15.119      -25.657      -9.3265      -14.893      -7.2286      -11.734      -8.6211      -11.015      -7.8135      -5.2510      -8.6972      -11.541    
   941.000  -5.1475          5.19923   8.7388      -.30104      -3.3137      -3.9264      -4.8996      -4.5606      -13.091      -5.3635      -4.8799      -10.803      -11.283      -6.5020      -7.4400      -9.5024      -6.5899      -19.442      -15.541      -24.805      -44.630      -23.691      -19.401      -19.755      -45.084      -16.695      -45.084      -19.023      -15.612      -10.942      -7.9663      -21.164      -7.0658      -10.401      -12.882      -16.100      -17.247      -14.577      -21.285      -19.737      -21.203      -19.899      -15.689      -28.950      -13.166      -29.667      -19.085      -22.364      -32.483      -34.528      -30.927      -17.678      -16.824      -32.941      -45.084      -21.432      -23.881      -21.305      -28.014      -27.791      -8.4235      -9.2759      -15.564      -15.109      -25.654      -9.3311      -14.913      -7.2372      -11.742      -8.6183      -11.022      -7.8089      -5.2502      -8.7025      -11.559    
   940.000  -5.1497          5.20929   8.7371      -.30104      -3.3138      -3.9262      -4.9004      -4.5604      -13.109      -5.3570      -4.8799      -10.808      -11.287      -6.5019      -7.4400      -9.4958      -6.5899      -19.475      -15.568      -24.837      -44.659      -23.708      -19.400      -19.757      -45.082      -16.696      -45.082      -19.050      -15.627      -10.944      -7.9562      -21.182      -7.0646      -10.392      -12.901      -16.118      -17.266      -14.582      -21.281      -19.722      -21.224      -19.911      -15.688      -28.970      -13.184      -29.685      -19.095      -22.375      -32.492      -34.538      -30.925      -17.695      -16.832      -32.965      -45.082      -21.452      -23.899      -21.313      -28.039      -27.817      -8.4306      -9.2764      -15.564      -15.099      -25.652      -9.3358      -14.932      -7.2457      -11.751      -8.6155      -11.029      -7.8044      -5.2495      -8.7078      -11.577    
   939.000  -5.1518          5.21938   8.7354      -.30104      -3.3139      -3.9261      -4.9012      -4.5602      -13.126      -5.3506      -4.8799      -10.813      -11.292      -6.5018      -7.4400      -9.4891      -6.5899      -19.508      -15.594      -24.869      -44.688      -23.725      -19.399      -19.759      -45.080      -16.697      -45.080      -19.077      -15.643      -10.947      -7.9461      -21.199      -7.0635      -10.382      -12.919      -16.136      -17.284      -14.586      -21.277      -19.706      -21.245      -19.922      -15.687      -28.990      -13.201      -29.704      -19.105      -22.386      -32.501      -34.548      -30.924      -17.712      -16.841      -32.989      -45.080      -21.472      -23.916      -21.322      -28.065      -27.842      -8.4377      -9.2771      -15.563      -15.088      -25.649      -9.3406      -14.952      -7.2543      -11.760      -8.6127      -11.036      -7.7999      -5.2489      -8.7130      -11.595    
   938.000  -5.1540          5.22950   8.7338      -.30104      -3.3139      -3.9259      -4.9020      -4.5601      -13.143      -5.3441      -4.8799      -10.818      -11.297      -6.5018      -7.4400      -9.4825      -6.5899      -19.541      -15.620      -24.902      -44.718      -23.742      -19.398      -19.761      -45.078      -16.698      -45.078      -19.105      -15.658      -10.949      -7.9360      -21.216      -7.0623      -10.373      -12.938      -16.154      -17.303      -14.591      -21.273      -19.691      -21.267      -19.934      -15.685      -29.010      -13.219      -29.722      -19.115      -22.397      -32.510      -34.559      -30.922      -17.730      -16.849      -33.013      -45.078      -21.491      -23.934      -21.330      -28.090      -27.868      -8.4449      -9.2777      -15.563      -15.078      -25.647      -9.3455      -14.971      -7.2630      -11.769      -8.6100      -11.043      -7.7954      -5.2484      -8.7183      -11.612    
   937.000  -5.1561          5.23965   8.7321      -.30104      -3.3140      -3.9258      -4.9028      -4.5599      -13.161      -5.3377      -4.8799      -10.823      -11.301      -6.5017      -7.4400      -9.4758      -6.5899      -19.574      -15.647      -24.934      -44.747      -23.759      -19.397      -19.763      -45.075      -16.700      -45.075      -19.132      -15.674      -10.951      -7.9258      -21.234      -7.0612      -10.364      -12.956      -16.172      -17.321      -14.595      -21.268      -19.676      -21.288      -19.946      -15.684      -29.030      -13.237      -29.740      -19.126      -22.408      -32.519      -34.569      -30.921      -17.747      -16.858      -33.037      -45.075      -21.511      -23.952      -21.338      -28.115      -27.893      -8.4521      -9.2784      -15.562      -15.068      -25.644      -9.3505      -14.991      -7.2717      -11.778      -8.6073      -11.050      -7.7909      -5.2479      -8.7236      -11.630    
   936.000  -5.1583          5.24983   8.7304      -.30104      -3.3140      -3.9256      -4.9037      -4.5597      -13.178      -5.3313      -4.8799      -10.829      -11.306      -6.5016      -7.4400      -9.4691      -6.5899      -19.608      -15.673      -24.967      -44.777      -23.776      -19.396      -19.765      -45.073      -16.701      -45.073      -19.159      -15.690      -10.954      -7.9157      -21.251      -7.0600      -10.355      -12.975      -16.191      -17.340      -14.600      -21.264      -19.661      -21.309      -19.958      -15.683      -29.050      -13.255      -29.759      -19.136      -22.419      -32.528      -34.580      -30.920      -17.764      -16.866      -33.061      -45.073      -21.530      -23.970      -21.347      -28.141      -27.919      -8.4594      -9.2791      -15.561      -15.058      -25.641      -9.3555      -15.011      -7.2805      -11.786      -8.6046      -11.057      -7.7865      -5.2475      -8.7289      -11.648    
   935.000  -5.1604          5.26005   8.7287      -.30104      -3.3141      -3.9255      -4.9045      -4.5595      -13.195      -5.3249      -4.8799      -10.834      -11.310      -6.5016      -7.4400      -9.4624      -6.5899      -19.641      -15.699      -25.000      -44.807      -23.792      -19.395      -19.767      -45.071      -16.702      -45.071      -19.186      -15.706      -10.956      -7.9054      -21.269      -7.0588      -10.346      -12.994      -16.209      -17.358      -14.605      -21.260      -19.645      -21.330      -19.970      -15.682      -29.070      -13.273      -29.777      -19.146      -22.430      -32.538      -34.590      -30.918      -17.781      -16.874      -33.086      -45.071      -21.550      -23.987      -21.355      -28.166      -27.945      -8.4667      -9.2799      -15.561      -15.048      -25.639      -9.3607      -15.031      -7.2894      -11.795      -8.6019      -11.064      -7.7821      -5.2473      -8.7342      -11.666    
   934.000  -5.1626          5.27029   8.7270      -.30104      -3.3142      -3.9253      -4.9053      -4.5593      -13.213      -5.3186      -4.8799      -10.839      -11.315      -6.5015      -7.4400      -9.4557      -6.5899      -19.674      -15.726      -25.032      -44.836      -23.809      -19.394      -19.769      -45.069      -16.703      -45.069      -19.213      -15.721      -10.958      -7.8952      -21.286      -7.0576      -10.336      -13.012      -16.227      -17.377      -14.609      -21.256      -19.630      -21.351      -19.982      -15.681      -29.090      -13.291      -29.796      -19.156      -22.442      -32.547      -34.601      -30.917      -17.799      -16.883      -33.110      -45.069      -21.569      -24.005      -21.363      -28.191      -27.970      -8.4741      -9.2807      -15.561      -15.037      -25.637      -9.3659      -15.051      -7.2983      -11.805      -8.5993      -11.071      -7.7778      -5.2471      -8.7395      -11.684    
   933.000  -5.1647          5.28057   8.7253      -.30104      -3.3142      -3.9251      -4.9061      -4.5592      -13.230      -5.3122      -4.8799      -10.845      -11.320      -6.5015      -7.4400      -9.4489      -6.5899      -19.708      -15.753      -25.065      -44.866      -23.827      -19.393      -19.771      -45.067      -16.704      -45.067      -19.241      -15.737      -10.960      -7.8850      -21.304      -7.0564      -10.327      -13.031      -16.246      -17.396      -14.614      -21.251      -19.614      -21.373      -19.994      -15.679      -29.111      -13.309      -29.814      -19.166      -22.453      -32.556      -34.611      -30.915      -17.816      -16.891      -33.134      -45.067      -21.589      -24.022      -21.372      -28.216      -27.996      -8.4816      -9.2815      -15.560      -15.027      -25.634      -9.3712      -15.071      -7.3072      -11.814      -8.5967      -11.078      -7.7734      -5.2469      -8.7449      -11.702    
   932.000  -5.1669          5.29087   8.7236      -.30104      -3.3143      -3.9250      -4.9069      -4.5590      -13.247      -5.3059      -4.8799      -10.850      -11.324      -6.5014      -7.4400      -9.4422      -6.5899      -19.741      -15.779      -25.098      -44.896      -23.844      -19.392      -19.774      -45.065      -16.705      -45.065      -19.268      -15.753      -10.963      -7.8747      -21.321      -7.0552      -10.318      -13.050      -16.264      -17.415      -14.618      -21.247      -19.599      -21.394      -20.007      -15.678      -29.131      -13.327      -29.833      -19.176      -22.464      -32.565      -34.622      -30.914      -17.833      -16.899      -33.158      -45.065      -21.609      -24.040      -21.380      -28.241      -28.022      -8.4891      -9.2824      -15.560      -15.017      -25.632      -9.3766      -15.091      -7.3162      -11.823      -8.5942      -11.086      -7.7691      -5.2469      -8.7502      -11.720    
   931.000  -5.1690          5.30121   8.7219      -.30104      -3.3144      -3.9248      -4.9077      -4.5588      -13.265      -5.2997      -4.8799      -10.855      -11.329      -6.5014      -7.4400      -9.4354      -6.5899      -19.775      -15.806      -25.131      -44.926      -23.861      -19.391      -19.776      -45.063      -16.706      -45.063      -19.296      -15.769      -10.965      -7.8644      -21.339      -7.0540      -10.309      -13.069      -16.282      -17.433      -14.623      -21.243      -19.583      -21.415      -20.019      -15.677      -29.151      -13.345      -29.851      -19.187      -22.475      -32.574      -34.633      -30.912      -17.850      -16.908      -33.182      -45.063      -21.628      -24.057      -21.388      -28.267      -28.047      -8.4967      -9.2833      -15.559      -15.007      -25.629      -9.3821      -15.112      -7.3253      -11.832      -8.5916      -11.093      -7.7648      -5.2470      -8.7556      -11.738    
   930.000  -5.1712          5.31158   8.7202      -.30104      -3.3144      -3.9246      -4.9085      -4.5586      -13.282      -5.2934      -4.8799      -10.861      -11.334      -6.5013      -7.4400      -9.4286      -6.5899      -19.809      -15.833      -25.164      -44.956      -23.878      -19.390      -19.778      -45.060      -16.708      -45.060      -19.323      -15.785      -10.967      -7.8540      -21.357      -7.0528      -10.299      -13.088      -16.301      -17.452      -14.628      -21.238      -19.568      -21.437      -20.031      -15.676      -29.172      -13.363      -29.870      -19.197      -22.487      -32.584      -34.643      -30.911      -17.867      -16.916      -33.206      -45.060      -21.648      -24.075      -21.396      -28.292      -28.073      -8.5043      -9.2843      -15.559      -14.997      -25.627      -9.3877      -15.132      -7.3344      -11.841      -8.5891      -11.101      -7.7606      -5.2471      -8.7609      -11.756    
   929.000  -5.1734          5.32198   8.7185      -.30104      -3.3145      -3.9244      -4.9093      -4.5584      -13.299      -5.2872      -4.8799      -10.866      -11.338      -6.5013      -7.4400      -9.4218      -6.5899      -19.842      -15.860      -25.197      -44.986      -23.895      -19.389      -19.780      -45.058      -16.709      -45.058      -19.351      -15.801      -10.969      -7.8437      -21.374      -7.0515      -10.290      -13.106      -16.319      -17.471      -14.632      -21.234      -19.552      -21.458      -20.043      -15.675      -29.192      -13.382      -29.888      -19.207      -22.498      -32.593      -34.654      -30.909      -17.885      -16.924      -33.230      -45.058      -21.667      -24.092      -21.404      -28.317      -28.099      -8.5119      -9.2852      -15.559      -14.987      -25.625      -9.3933      -15.153      -7.3436      -11.851      -8.5866      -11.108      -7.7563      -5.2473      -8.7663      -11.774    
   928.000  -5.1755          5.33241   8.7168      -.30104      -3.3146      -3.9242      -4.9101      -4.5583      -13.317      -5.2810      -4.8799      -10.871      -11.343      -6.5012      -7.4400      -9.4150      -6.5899      -19.876      -15.887      -25.230      -45.016      -23.912      -19.388      -19.782      -45.056      -16.710      -45.056      -19.378      -15.817      -10.972      -7.8333      -21.392      -7.0503      -10.280      -13.125      -16.338      -17.490      -14.637      -21.230      -19.536      -21.480      -20.055      -15.673      -29.212      -13.400      -29.907      -19.217      -22.509      -32.602      -34.664      -30.908      -17.902      -16.932      -33.254      -45.056      -21.687      -24.109      -21.412      -28.342      -28.124      -8.5197      -9.2863      -15.559      -14.976      -25.623      -9.3991      -15.173      -7.3528      -11.860      -8.5842      -11.116      -7.7521      -5.2476      -8.7717      -11.792    
   927.000  -5.1777          5.34287   8.7151      -.30104      -3.3146      -3.9240      -4.9109      -4.5581      -13.334      -5.2748      -4.8799      -10.877      -11.348      -6.5012      -7.4400      -9.4081      -6.5899      -19.910      -15.913      -25.263      -45.046      -23.930      -19.387      -19.784      -45.054      -16.711      -45.054      -19.406      -15.833      -10.974      -7.8229      -21.410      -7.0491      -10.271      -13.144      -16.357      -17.509      -14.642      -21.225      -19.521      -21.502      -20.067      -15.672      -29.233      -13.418      -29.926      -19.228      -22.520      -32.611      -34.675      -30.906      -17.919      -16.940      -33.279      -45.054      -21.707      -24.127      -21.421      -28.367      -28.150      -8.5274      -9.2873      -15.558      -14.966      -25.620      -9.4049      -15.194      -7.3621      -11.870      -8.5818      -11.123      -7.7480      -5.2480      -8.7771      -11.810    
   926.000  -5.1799          5.35337   8.7134      -.30104      -3.3147      -3.9239      -4.9117      -4.5579      -13.351      -5.2687      -4.8799      -10.882      -11.353      -6.5011      -7.4400      -9.4013      -6.5899      -19.944      -15.940      -25.296      -45.052      -23.947      -19.386      -19.786      -45.052      -16.712      -45.052      -19.434      -15.849      -10.976      -7.8125      -21.428      -7.0478      -10.262      -13.163      -16.375      -17.528      -14.646      -21.221      -19.505      -21.523      -20.080      -15.671      -29.253      -13.436      -29.945      -19.238      -22.532      -32.621      -34.686      -30.904      -17.936      -16.949      -33.303      -45.052      -21.726      -24.144      -21.429      -28.392      -28.176      -8.5353      -9.2884      -15.558      -14.956      -25.618      -9.4108      -15.214      -7.3715      -11.879      -8.5794      -11.131      -7.7438      -5.2484      -8.7825      -11.829    
   925.000  -5.1821          5.36390   8.7117      -.30104      -3.3148      -3.9237      -4.9126      -4.5577      -13.368      -5.2625      -4.8799      -10.888      -11.357      -6.5011      -7.4400      -9.3944      -6.5899      -19.978      -15.968      -25.330      -45.050      -23.964      -19.385      -19.788      -45.050      -16.713      -45.050      -19.462      -15.865      -10.979      -7.8020      -21.445      -7.0465      -10.252      -13.182      -16.394      -17.547      -14.651      -21.216      -19.489      -21.545      -20.092      -15.670      -29.274      -13.455      -29.963      -19.248      -22.543      -32.630      -34.696      -30.903      -17.953      -16.957      -33.327      -45.050      -21.746      -24.161      -21.437      -28.417      -28.202      -8.5431      -9.2896      -15.558      -14.946      -25.616      -9.4168      -15.235      -7.3809      -11.889      -8.5770      -11.138      -7.7397      -5.2490      -8.7879      -11.847    
   924.000  -5.1842          5.37446   8.7100      -.30104      -3.3148      -3.9235      -4.9134      -4.5575      -13.386      -5.2564      -4.8799      -10.893      -11.362      -6.5010      -7.4400      -9.3875      -6.5899      -20.012      -15.995      -25.363      -45.047      -23.982      -19.384      -19.790      -45.047      -16.714      -45.047      -19.490      -15.881      -10.981      -7.7915      -21.463      -7.0452      -10.243      -13.202      -16.412      -17.566      -14.656      -21.212      -19.473      -21.567      -20.104      -15.668      -29.295      -13.473      -29.982      -19.259      -22.555      -32.639      -34.707      -30.901      -17.971      -16.965      -33.351      -45.047      -21.766      -24.178      -21.445      -28.442      -28.228      -8.5511      -9.2908      -15.558      -14.936      -25.614      -9.4229      -15.256      -7.3903      -11.898      -8.5747      -11.146      -7.7356      -5.2496      -8.7934      -11.865    
   923.000  -5.1864          5.38505   8.7083      -.30104      -3.3149      -3.9233      -4.9142      -4.5574      -13.403      -5.2503      -4.8799      -10.899      -11.367      -6.5010      -7.4400      -9.3806      -6.5899      -20.046      -16.022      -25.397      -45.045      -23.999      -19.383      -19.792      -45.045      -16.716      -45.045      -19.518      -15.897      -10.983      -7.7810      -21.481      -7.0440      -10.233      -13.221      -16.431      -17.585      -14.660      -21.207      -19.457      -21.588      -20.116      -15.667      -29.315      -13.492      -30.001      -19.269      -22.566      -32.649      -34.718      -30.900      -17.988      -16.973      -33.376      -45.045      -21.785      -24.195      -21.453      -28.467      -28.253      -8.5591      -9.2920      -15.558      -14.926      -25.612      -9.4291      -15.277      -7.3998      -11.908      -8.5724      -11.154      -7.7315      -5.2503      -8.7988      -11.884    
   922.000  -5.1886          5.39567   8.7066      -.30104      -3.3150      -3.9231      -4.9150      -4.5572      -13.420      -5.2443      -4.8799      -10.904      -11.372      -6.5010      -7.4400      -9.3736      -6.5899      -20.080      -16.049      -25.430      -45.043      -24.017      -19.382      -19.795      -45.043      -16.717      -45.043      -19.546      -15.914      -10.986      -7.7705      -21.499      -7.0427      -10.224      -13.240      -16.450      -17.604      -14.665      -21.203      -19.441      -21.610      -20.129      -15.666      -29.336      -13.510      -30.020      -19.279      -22.577      -32.658      -34.729      -30.898      -18.005      -16.981      -33.400      -45.043      -21.805      -24.212      -21.461      -28.492      -28.279      -8.5671      -9.2932      -15.558      -14.916      -25.610      -9.4354      -15.298      -7.4094      -11.918      -8.5701      -11.162      -7.7275      -5.2510      -8.8043      -11.902    
   921.000  -5.1908          5.40633   8.7049      -.30104      -3.3150      -3.9228      -4.9158      -4.5570      -13.438      -5.2382      -4.8799      -10.909      -11.376      -6.5009      -7.4400      -9.3667      -6.5899      -20.115      -16.076      -25.464      -45.041      -24.034      -19.381      -19.797      -45.041      -16.718      -45.041      -19.574      -15.930      -10.988      -7.7599      -21.517      -7.0414      -10.214      -13.259      -16.469      -17.623      -14.670      -21.198      -19.425      -21.632      -20.141      -15.665      -29.357      -13.529      -30.039      -19.290      -22.589      -32.667      -34.739      -30.897      -18.022      -16.989      -33.424      -45.041      -21.824      -24.230      -21.469      -28.517      -28.305      -8.5752      -9.2945      -15.558      -14.906      -25.608      -9.4417      -15.319      -7.4190      -11.928      -8.5679      -11.170      -7.7235      -5.2519      -8.8097      -11.920    
   920.000  -5.1930          5.41702   8.7032      -.30104      -3.3151      -3.9226      -4.9166      -4.5568      -13.455      -5.2322      -4.8799      -10.915      -11.381      -6.5009      -7.4400      -9.3597      -6.5899      -20.149      -16.104      -25.497      -45.039      -24.052      -19.380      -19.799      -45.039      -16.719      -45.039      -19.602      -15.946      -10.990      -7.7493      -21.535      -7.0400      -10.204      -13.278      -16.488      -17.642      -14.674      -21.194      -19.409      -21.654      -20.153      -15.664      -29.378      -13.547      -30.058      -19.300      -22.600      -32.677      -34.750      -30.895      -18.040      -16.997      -33.448      -45.039      -21.844      -24.247      -21.477      -28.542      -28.331      -8.5833      -9.2958      -15.558      -14.896      -25.606      -9.4481      -15.340      -7.4287      -11.938      -8.5657      -11.178      -7.7195      -5.2528      -8.8152      -11.939    
   919.000  -5.1952          5.42774   8.7014      -.30104      -3.3152      -3.9224      -4.9175      -4.5567      -13.472      -5.2262      -4.8799      -10.920      -11.386      -6.5008      -7.4400      -9.3528      -6.5899      -20.184      -16.131      -25.531      -45.036      -24.069      -19.379      -19.801      -45.036      -16.720      -45.036      -19.630      -15.962      -10.992      -7.7387      -21.553      -7.0387      -10.195      -13.298      -16.506      -17.662      -14.679      -21.189      -19.393      -21.676      -20.166      -15.662      -29.398      -13.566      -30.077      -19.311      -22.612      -32.686      -34.761      -30.893      -18.057      -17.005      -33.473      -45.036      -21.864      -24.264      -21.485      -28.567      -28.357      -8.5915      -9.2972      -15.558      -14.886      -25.604      -9.4547      -15.361      -7.4384      -11.947      -8.5635      -11.186      -7.7155      -5.2539      -8.8207      -11.958    
   918.000  -5.1974          5.43849   8.6997      -.30104      -3.3153      -3.9222      -4.9183      -4.5565      -13.490      -5.2202      -4.8799      -10.926      -11.391      -6.5008      -7.4400      -9.3458      -6.5899      -20.218      -16.159      -25.565      -45.034      -24.087      -19.378      -19.803      -45.034      -16.722      -45.034      -19.658      -15.979      -10.995      -7.7281      -21.571      -7.0374      -10.185      -13.317      -16.525      -17.681      -14.684      -21.185      -19.377      -21.698      -20.178      -15.661      -29.419      -13.584      -30.096      -19.321      -22.623      -32.696      -34.772      -30.892      -18.074      -17.013      -33.497      -45.034      -21.883      -24.281      -21.493      -28.592      -28.383      -8.5998      -9.2986      -15.558      -14.876      -25.602      -9.4613      -15.383      -7.4482      -11.957      -8.5613      -11.194      -7.7116      -5.2550      -8.8262      -11.976    
   917.000  -5.1996          5.44928   8.6980      -.30104      -3.3153      -3.9220      -4.9191      -4.5563      -13.507      -5.2143      -4.8799      -10.932      -11.396      -6.5008      -7.4400      -9.3387      -6.5899      -20.253      -16.186      -25.599      -45.032      -24.104      -19.377      -19.805      -45.032      -16.723      -45.032      -19.687      -15.995      -10.997      -7.7174      -21.589      -7.0361      -10.175      -13.336      -16.544      -17.700      -14.688      -21.180      -19.361      -21.720      -20.191      -15.660      -29.440      -13.603      -30.115      -19.332      -22.635      -32.705      -34.783      -30.890      -18.091      -17.021      -33.521      -45.032      -21.903      -24.297      -21.501      -28.617      -28.409      -8.6081      -9.3000      -15.558      -14.866      -25.600      -9.4679      -15.404      -7.4580      -11.967      -8.5592      -11.202      -7.7077      -5.2562      -8.8317      -11.995    
   916.000  -5.2018          5.46010   8.6963      -.30104      -3.3154      -3.9218      -4.9199      -4.5561      -13.524      -5.2084      -4.8799      -10.937      -11.401      -6.5007      -7.4400      -9.3317      -6.5899      -20.287      -16.214      -25.633      -45.030      -24.122      -19.376      -19.807      -45.030      -16.724      -45.030      -19.715      -16.012      -10.999      -7.7067      -21.607      -7.0347      -10.166      -13.356      -16.563      -17.720      -14.693      -21.176      -19.345      -21.742      -20.203      -15.658      -29.461      -13.622      -30.135      -19.342      -22.646      -32.715      -34.793      -30.889      -18.109      -17.029      -33.546      -45.030      -21.923      -24.314      -21.509      -28.641      -28.435      -8.6164      -9.3015      -15.558      -14.856      -25.598      -9.4747      -15.426      -7.4679      -11.978      -8.5571      -11.210      -7.7038      -5.2574      -8.8372      -12.013    
   915.000  -5.2040          5.47096   8.6946      -.30104      -3.3155      -3.9215      -4.9207      -4.5559      -13.542      -5.2025      -4.8799      -10.943      -11.405      -6.5007      -7.4400      -9.3247      -6.5899      -20.322      -16.241      -25.667      -45.028      -24.140      -19.375      -19.809      -45.028      -16.725      -45.028      -19.744      -16.028      -11.002      -7.6960      -21.625      -7.0334      -10.156      -13.375      -16.582      -17.739      -14.698      -21.171      -19.329      -21.765      -20.216      -15.657      -29.482      -13.641      -30.154      -19.353      -22.658      -32.724      -34.804      -30.887      -18.126      -17.037      -33.570      -45.028      -21.942      -24.331      -21.517      -28.666      -28.461      -8.6249      -9.3030      -15.559      -14.846      -25.596      -9.4816      -15.447      -7.4778      -11.988      -8.5550      -11.218      -7.6999      -5.2588      -8.8427      -12.032    
   914.000  -5.2062          5.48185   8.6928      -.30104      -3.3156      -3.9213      -4.9216      -4.5558      -13.559      -5.1966      -4.8799      -10.948      -11.410      -6.5007      -7.4400      -9.3176      -6.5899      -20.357      -16.269      -25.701      -45.025      -24.158      -19.374      -19.812      -45.025      -16.726      -45.025      -19.772      -16.044      -11.004      -7.6852      -21.644      -7.0320      -10.146      -13.395      -16.601      -17.758      -14.702      -21.167      -19.313      -21.787      -20.228      -15.656      -29.503      -13.659      -30.173      -19.363      -22.670      -32.734      -34.815      -30.885      -18.143      -17.045      -33.595      -45.025      -21.962      -24.348      -21.524      -28.691      -28.487      -8.6333      -9.3045      -15.559      -14.836      -25.594      -9.4885      -15.469      -7.4878      -11.998      -8.5529      -11.227      -7.6961      -5.2602      -8.8483      -12.051    
   913.000  -5.2084          5.49277   8.6911      -.30104      -3.3156      -3.9211      -4.9224      -4.5556      -13.576      -5.1907      -4.8799      -10.954      -11.415      -6.5007      -7.4400      -9.3105      -6.5899      -20.392      -16.297      -25.735      -45.023      -24.175      -19.373      -19.814      -45.023      -16.727      -45.023      -19.801      -16.061      -11.006      -7.6745      -21.662      -7.0306      -10.136      -13.414      -16.621      -17.778      -14.707      -21.162      -19.296      -21.809      -20.241      -15.655      -29.524      -13.678      -30.192      -19.374      -22.681      -32.743      -34.826      -30.884      -18.160      -17.053      -33.619      -45.023      -21.982      -24.365      -21.532      -28.716      -28.513      -8.6418      -9.3061      -15.559      -14.826      -25.592      -9.4955      -15.491      -7.4979      -12.008      -8.5509      -11.235      -7.6923      -5.2617      -8.8538      -12.070    
   912.000  -5.2106          5.50372   8.6894      -.30104      -3.3157      -3.9208      -4.9232      -4.5554      -13.594      -5.1849      -4.8799      -10.959      -11.420      -6.5006      -7.4400      -9.3034      -6.5899      -20.427      -16.325      -25.769      -45.021      -24.193      -19.372      -19.816      -45.021      -16.729      -45.021      -19.829      -16.077      -11.009      -7.6637      -21.680      -7.0292      -10.127      -13.434      -16.640      -17.797      -14.712      -21.157      -19.280      -21.831      -20.254      -15.653      -29.546      -13.697      -30.212      -19.385      -22.693      -32.753      -34.837      -30.882      -18.178      -17.061      -33.644      -45.021      -22.001      -24.382      -21.540      -28.741      -28.539      -8.6504      -9.3077      -15.559      -14.816      -25.591      -9.5026      -15.512      -7.5080      -12.018      -8.5489      -11.243      -7.6885      -5.2633      -8.8594      -12.088    
   911.000  -5.2128          5.51471   8.6876      -.30104      -3.3158      -3.9206      -4.9240      -4.5552      -13.611      -5.1791      -4.8799      -10.965      -11.425      -6.5006      -7.4400      -9.2963      -6.5899      -20.462      -16.352      -25.804      -45.019      -24.211      -19.371      -19.818      -45.019      -16.730      -45.019      -19.858      -16.094      -11.011      -7.6528      -21.698      -7.0278      -10.117      -13.453      -16.659      -17.817      -14.717      -21.153      -19.264      -21.854      -20.266      -15.652      -29.567      -13.716      -30.231      -19.395      -22.705      -32.762      -34.848      -30.880      -18.195      -17.069      -33.668      -45.019      -22.021      -24.398      -21.548      -28.766      -28.565      -8.6590      -9.3094      -15.560      -14.806      -25.589      -9.5098      -15.534      -7.5181      -12.029      -8.5469      -11.252      -7.6847      -5.2650      -8.8650      -12.107    
   910.000  -5.2150          5.52573   8.6859      -.30103      -3.3159      -3.9204      -4.9249      -4.5551      -13.628      -5.1733      -4.8799      -10.971      -11.430      -6.5006      -7.4400      -9.2892      -6.5899      -20.497      -16.380      -25.838      -45.017      -24.229      -19.370      -19.820      -45.017      -16.731      -45.017      -19.887      -16.111      -11.013      -7.6420      -21.717      -7.0264      -10.107      -13.473      -16.678      -17.836      -14.721      -21.148      -19.247      -21.876      -20.279      -15.651      -29.588      -13.735      -30.251      -19.406      -22.716      -32.772      -34.859      -30.879      -18.212      -17.077      -33.693      -45.017      -22.041      -24.415      -21.556      -28.790      -28.591      -8.6677      -9.3111      -15.560      -14.796      -25.587      -9.5171      -15.556      -7.5284      -12.039      -8.5450      -11.260      -7.6810      -5.2667      -8.8706      -12.126    
