!
! chemical model of an expanding circumstellar envelope with parameters:
! species and initial abundances file : allspec_irc10216.spec                             
! reactions rate constants files =  1 : astrorates_24jan2011.reac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
! mass loss rate                      =  2.0000E-05 Msun yr-1
! expansion velocity                  =     14.5000 km s-1
! UV ISRF strength                    =   1.000     Draine units
! H2 cosmic ray ionization rate       =  1.2000E-17 s-1
! from                2.0000E+14 to   1.0000E+18 cm
! visual extinction:   82.03     to   1.6405E-02 mag
! .................................................................................................
! Abundances relative to total H nuclei:
!        1                2                3                4               5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99
!  log(time[yr])  log(radius[cm])  log(density[cm-3])  temperature[K]     h           h2          he          c           o           n           s           si          p           ch          ch2         ch3         ch4         c2          c2h         c2h2        c2h3        c2h4        c2h5        c2h6        c3          c-c3h       c3h         c-c3h2      h2c3        c3h2        c3h3        p-c3h4      a-c3h4      c4          c4h         c4h2        n-c4h3      i-c4h3      c5          c5h         c5h2        c6          c6h         c6h2        c7          c7h         c7h2        c8          c8h         c8h2        c9          c9h         c9h2        c10         c10h        c10h2       c11         ch3c4h      ch3c6h      b-c6h6      oh          h2o         o2          ho2         h2o2        co          hco         h2co        ch2oh       ch3o        ch3oh       co2         hcooh       c2o         hcco        ch2co       ch3cho      c2h5oh      ch3och3     hcooch3     c3o         ch3coch3    nh          nh2         nh3         n2          cn          hcn         hnc         h2cn        ch2nh       ch3nh2      c2n         c3n         c4n         c5n         c6n         c7n         c8n         
      4.058632       17.721364        1.747717               10.00      -3.096522   -0.301378   -1.070625   -5.608472   -3.507046   -4.292474   -8.666269   -9.389885  -10.860953   -8.496420   -8.928371  -11.403410  -13.981848   -9.359448  -10.429236  -13.015656  -13.513890  -19.453771  -31.948348  -36.391796  -12.464525  -13.808439  -13.079904  -14.088481  -14.741289  -18.390838  -18.859132  -24.759447  -22.035552  -13.060198  -14.756951  -16.614541  -16.245596  -18.423412  -10.915924  -12.705021  -13.829464  -12.576145  -10.960864  -12.435506  -13.296298  -13.966932  -14.975605  -15.567181  -16.181539  -17.164080  -17.956711  -18.638326  -19.503860  -20.636724  -21.705265  -21.662101  -23.922413  -18.600969  -14.861599  -13.690173  -10.679774  -11.439577  -13.500427  -24.382912  -25.288490   -9.469296  -11.941284  -14.068493  -26.658090  -23.353827  -24.111123  -14.610859  -24.001152  -15.016030  -21.353711  -16.935999  -25.523423  -32.407034  -33.453304  -38.331844  -17.740474  -35.205884  -12.120491  -12.817269  -16.206935  -12.091175  -10.699454  -13.099370  -13.092382  -15.106367  -23.737698  -23.506840  -13.644808  -14.628967  -15.359734  -14.297848  -15.998833  -15.517718  -18.450002
      4.060760       17.723478        1.743466               10.00      -3.093485   -0.301380   -1.070625   -5.613047   -3.507046   -4.292474   -8.670779   -9.394185  -10.865233   -8.500469   -8.932324  -11.407039  -13.987595   -9.367927  -10.437138  -13.024089  -13.521663  -19.465753  -31.960191  -36.399514  -12.473308  -13.819808  -13.084510  -14.099838  -14.753983  -18.405519  -18.867423  -24.773559  -22.051539  -13.067769  -14.765830  -16.621211  -16.254716  -18.433799  -10.919707  -12.709421  -13.831662  -12.582615  -10.962954  -12.439635  -13.303889  -13.974629  -14.983696  -15.580276  -16.193461  -17.176169  -17.973326  -18.654671  -19.520376  -20.660136  -21.727977  -21.690019  -23.955195  -18.601809  -14.867153  -13.695021  -10.679611  -11.443312  -13.504632  -24.391868  -25.292649   -9.511059  -11.949005  -14.074781  -26.673763  -23.362192  -24.119330  -14.622886  -24.010920  -15.023858  -21.365862  -16.947374  -25.531175  -32.418798  -33.465188  -38.344773  -17.753478  -35.215397  -12.119583  -12.817919  -16.206046  -12.096251  -10.708092  -13.106203  -13.099114  -15.114437  -23.741938  -23.509105  -13.656889  -14.638462  -15.372121  -14.305481  -16.015047  -15.529948  -18.469331
      4.062887       17.725582        1.739215               10.00      -3.090453   -0.301383   -1.070625   -5.617619   -3.507046   -4.292474   -8.675289   -9.398485  -10.869513   -8.504523   -8.936282  -11.410674  -13.993337   -9.376410  -10.445050  -13.032527  -13.529446  -19.477747  -31.972050  -36.407246  -12.482064  -13.831196  -13.089102  -14.111214  -14.766694  -18.420196  -18.875749  -24.787672  -22.067541  -13.075333  -14.774703  -16.627906  -16.263863  -18.444222  -10.923479  -12.713833  -13.833885  -12.589098  -10.965057  -12.443788  -13.311507  -13.982371  -14.991848  -15.593406  -16.205425  -17.188319  -17.989982  -18.671071  -19.536967  -20.683579  -21.750733  -21.717983  -23.988005  -18.602702  -14.872736  -13.699897  -10.679446  -11.447029  -13.508835  -24.400816  -25.296801   -9.548804  -11.956734  -14.081087  -26.689445  -23.370538  -24.127514  -14.634924  -24.020659  -15.031693  -21.378018  -16.958764  -25.538938  -32.430577  -33.477058  -38.357713  -17.766499  -35.224933  -12.118684  -12.818569  -16.205166  -12.101317  -10.716728  -13.113048  -13.105857  -15.122514  -23.746188  -23.511390  -13.668977  -14.647951  -15.384492  -14.313099  -16.031152  -15.542206  -18.488666
      4.065014       17.727675        1.734965               10.00      -3.087429   -0.301385   -1.070625   -5.622189   -3.507046   -4.292474   -8.679798   -9.402786  -10.873795   -8.508580   -8.940245  -11.414316  -13.999075   -9.384896  -10.452970  -13.040969  -13.537239  -19.489752  -31.983923  -36.414992  -12.490795  -13.842602  -13.093680  -14.122609  -14.779422  -18.434871  -18.884109  -24.801787  -22.083560  -13.082890  -14.783572  -16.634626  -16.273039  -18.454680  -10.927241  -12.718260  -13.836134  -12.595595  -10.967174  -12.447967  -13.319149  -13.990157  -15.000064  -15.606572  -16.217433  -17.200532  -18.006682  -18.687531  -19.553635  -20.707058  -21.773539  -21.745999  -24.020847  -18.603648  -14.878349  -13.704801  -10.679278  -11.450728  -13.513036  -24.409756  -25.300948   -9.582802  -11.964472  -14.087410  -26.705139  -23.378865  -24.135677  -14.646971  -24.030369  -15.039536  -21.390179  -16.970169  -25.546712  -32.442373  -33.488914  -38.370663  -17.779535  -35.234491  -12.117794  -12.819218  -16.204296  -12.106373  -10.725362  -13.119904  -13.112612  -15.130596  -23.750447  -23.513694  -13.681069  -14.657436  -15.396852  -14.320702  -16.047154  -15.554495  -18.508009
      4.067142       17.729759        1.730714               10.00      -3.084411   -0.301388   -1.070625   -5.626758   -3.507046   -4.292474   -8.684305   -9.407088  -10.878078   -8.512640   -8.944213  -11.417966  -14.004809   -9.393386  -10.460899  -13.049415  -13.545042  -19.501768  -31.995811  -36.422753  -12.499501  -13.854026  -13.098246  -14.134022  -14.792169  -18.449543  -18.892504  -24.815904  -22.099594  -13.090441  -14.792437  -16.641373  -16.282243  -18.465172  -10.930995  -12.722703  -13.838409  -12.602105  -10.969304  -12.452171  -13.326818  -13.997988  -15.008343  -15.619775  -16.229485  -17.212806  -18.023428  -18.704053  -19.570383  -20.730576  -21.796401  -21.774073  -24.053725  -18.604647  -14.883992  -13.709731  -10.679108  -11.454408  -13.517234  -24.418689  -25.305087   -9.613378  -11.972218  -14.093750  -26.720843  -23.387174  -24.143817  -14.659028  -24.040049  -15.047387  -21.402346  -16.981588  -25.554498  -32.454184  -33.500754  -38.383623  -17.792586  -35.244071  -12.116913  -12.819867  -16.203435  -12.111420  -10.733994  -13.126770  -13.119378  -15.138685  -23.754716  -23.516018  -13.693168  -14.666919  -15.409201  -14.328294  -16.063059  -15.566813  -18.527362
      4.069269       17.731832        1.726464               10.00      -3.081399   -0.301390   -1.070625   -5.631324   -3.507046   -4.292474   -8.688812   -9.411390  -10.882361   -8.516704   -8.948185  -11.421622  -14.010538   -9.401879  -10.468837  -13.057866  -13.552855  -19.513796  -32.007714  -36.430528  -12.508182  -13.865469  -13.102802  -14.145453  -14.804934  -18.464211  -18.900932  -24.830022  -22.115643  -13.097989  -14.801301  -16.648147  -16.291474  -18.475699  -10.934743  -12.727162  -13.840713  -12.608630  -10.971449  -12.456400  -13.334514  -14.005864  -15.016686  -15.633016  -16.241581  -17.225144  -18.040223  -18.720639  -19.587214  -20.754136  -21.819324  -21.802210  -24.086643  -18.605699  -14.889665  -13.714689  -10.678935  -11.458070  -13.521430  -24.427613  -25.309221   -9.640893  -11.979973  -14.100107  -26.736558  -23.395464  -24.151935  -14.671095  -24.049699  -15.055244  -21.414518  -16.993023  -25.562295  -32.466010  -33.512580  -38.396592  -17.805654  -35.253673  -12.116041  -12.820515  -16.202583  -12.116457  -10.742625  -13.133648  -13.126156  -15.146780  -23.758994  -23.518361  -13.705272  -14.676399  -15.421541  -14.335875  -16.078874  -15.579162  -18.546724
      4.069463       17.731832        1.726077               10.00      -3.081126   -0.301390   -1.070625   -5.631739   -3.507046   -4.292474   -8.689222   -9.411781  -10.882751   -8.517073   -8.948547  -11.421955  -14.011059   -9.402652  -10.469559  -13.058635  -13.553566  -19.514890  -32.008796  -36.431236  -12.508970  -13.866510  -13.103215  -14.146493  -14.806095  -18.465545  -18.901700  -24.831306  -22.117103  -13.098675  -14.802107  -16.648764  -16.292314  -18.476658  -10.935083  -12.727568  -13.840924  -12.609224  -10.971645  -12.456785  -13.335215  -14.006583  -15.017448  -15.634221  -16.242683  -17.226269  -18.041752  -18.722150  -19.588748  -20.756280  -21.821411  -21.804772  -24.089637  -18.605797  -14.890183  -13.715141  -10.678919  -11.458402  -13.521811  -24.428424  -25.309597   -9.643255  -11.980679  -14.100686  -26.737988  -23.396217  -24.152672  -14.672193  -24.050575  -15.055959  -21.415625  -16.994063  -25.563004  -32.467086  -33.513654  -38.397772  -17.806842  -35.254548  -12.115962  -12.820574  -16.202506  -12.116915  -10.743410  -13.134274  -13.126772  -15.147516  -23.759383  -23.518575  -13.706372  -14.677261  -15.422663  -14.336564  -16.080307  -15.580287  -18.548485
      4.071203       17.733896        1.722599               10.00      -3.078667   -0.301393   -1.070625   -5.635474   -3.507046   -4.292474   -8.692908   -9.415301  -10.886257   -8.520401   -8.951801  -11.424952  -14.015742   -9.409604  -10.476061  -13.065553  -13.559967  -19.524741  -32.018547  -36.437609  -12.516052  -13.875887  -13.106934  -14.155861  -14.816553  -18.477544  -18.908623  -24.842858  -22.130247  -13.104847  -14.809358  -16.654331  -16.299890  -18.485299  -10.938145  -12.731231  -13.842832  -12.614575  -10.973413  -12.460266  -13.341533  -14.013065  -15.024326  -15.645086  -16.252617  -17.236415  -18.055533  -18.735774  -19.602588  -20.775593  -21.840218  -21.827849  -24.116604  -18.606700  -14.894850  -13.719219  -10.678776  -11.461382  -13.525242  -24.435719  -25.312974   -9.663554  -11.987031  -14.105902  -26.750855  -23.402983  -24.159295  -14.682073  -24.058445  -15.062394  -21.425588  -17.003431  -25.569392  -32.476775  -33.523317  -38.408391  -17.817547  -35.262422  -12.115255  -12.821105  -16.201817  -12.121029  -10.750470  -13.139911  -13.132327  -15.154145  -23.762891  -23.520508  -13.716280  -14.685018  -15.432755  -14.342761  -16.093177  -15.590416  -18.564337
      4.073330       17.735950        1.718349               10.00      -3.075668   -0.301395   -1.070625   -5.640038   -3.507046   -4.292474   -8.697413   -9.419605  -10.890542   -8.524471   -8.955782  -11.428622  -14.021463   -9.418104  -10.484015  -13.074012  -13.567798  -19.536791  -32.030478  -36.445411  -12.524688  -13.887365  -13.111472  -14.167327  -14.829352  -18.492206  -18.917116  -24.856979  -22.146326  -13.112390  -14.818222  -16.661161  -16.309173  -18.495891  -10.941884  -12.735725  -13.845193  -12.621129  -10.975587  -12.464543  -13.349279  -14.021029  -15.032791  -15.658400  -16.264800  -17.248875  -18.072424  -18.752488  -19.619582  -20.799240  -21.863268  -21.856120  -24.149605  -18.607851  -14.900584  -13.724229  -10.678598  -11.465008  -13.529434  -24.444629  -25.317096   -9.686231  -11.994802  -14.112292  -26.766593  -23.411236  -24.167368  -14.694158  -24.068037  -15.070265  -21.437771  -17.014894  -25.577210  -32.488631  -33.535114  -38.421378  -17.830644  -35.272066  -12.114400  -12.821752  -16.200983  -12.126049  -10.759097  -13.146810  -13.139126  -15.162251  -23.767186  -23.522889  -13.728394  -14.694499  -15.445085  -14.350329  -16.108835  -15.602825  -18.583723
      4.075458       17.738199        1.714098               10.00      -3.072675   -0.301398   -1.070625   -5.644600   -3.507046   -4.292474   -8.701917   -9.423909  -10.894829   -8.528544   -8.959769  -11.432299  -14.027179   -9.426607  -10.491978  -13.082476  -13.575640  -19.548852  -32.042424  -36.453228  -12.533299  -13.898860  -13.116002  -14.178811  -14.842168  -18.506864  -18.925641  -24.871102  -22.162420  -13.119932  -14.827087  -16.668022  -16.318484  -18.506517  -10.945621  -12.740239  -13.847584  -12.627698  -10.977778  -12.468845  -13.357053  -14.029039  -15.041321  -15.671754  -16.277028  -17.261398  -18.089367  -18.769270  -19.636662  -20.822935  -21.886388  -21.884466  -24.182653  -18.609053  -14.906349  -13.729264  -10.678418  -11.468613  -13.533623  -24.453531  -25.321211   -9.706879  -12.002581  -14.118699  -26.782342  -23.419468  -24.175418  -14.706252  -24.077598  -15.078144  -21.449958  -17.026373  -25.585038  -32.500503  -33.546894  -38.434373  -17.843757  -35.281733  -12.113553  -12.822400  -16.200159  -12.131060  -10.767723  -13.153719  -13.145935  -15.170364  -23.771490  -23.525289  -13.740513  -14.703981  -15.457414  -14.357892  -16.124418  -15.615266  -18.603123
      4.077585       17.740436        1.709848               10.00      -3.069688   -0.301400   -1.070625   -5.649160   -3.507046   -4.292474   -8.706420   -9.428213  -10.899117   -8.532621   -8.963760  -11.435983  -14.032890   -9.435114  -10.499950  -13.090944  -13.583492  -19.560925  -32.054385  -36.461059  -12.541888  -13.910374  -13.120526  -14.190313  -14.855002  -18.521519  -18.934201  -24.885226  -22.178529  -13.127473  -14.835954  -16.674914  -16.327822  -18.517177  -10.949356  -12.744774  -13.850008  -12.634284  -10.979984  -12.473172  -13.364854  -14.037096  -15.049915  -15.685148  -16.289302  -17.273985  -18.106364  -18.786122  -19.653832  -20.846681  -21.909583  -21.912891  -24.215750  -18.610306  -14.912146  -13.734326  -10.678236  -11.472199  -13.537810  -24.462426  -25.325321   -9.725809  -12.010368  -14.125123  -26.798104  -23.427680  -24.183444  -14.718356  -24.087128  -15.086030  -21.462151  -17.037868  -25.592878  -32.512389  -33.558658  -38.447377  -17.856886  -35.291422  -12.112715  -12.823047  -16.199344  -12.136062  -10.776346  -13.160639  -13.152756  -15.178483  -23.775803  -23.527709  -13.752637  -14.713466  -15.469741  -14.365454  -16.139932  -15.627739  -18.622539
      4.079906       17.742662        1.705211               10.00      -3.066437   -0.301403   -1.070625   -5.654134   -3.507046   -4.292474   -8.711331   -9.432910  -10.903796   -8.537072   -8.968119  -11.440009  -14.039116   -9.444397  -10.508655  -13.100187  -13.592068  -19.574107  -32.067450  -36.469617  -12.551231  -13.922954  -13.125454  -14.202882  -14.869023  -18.537502  -18.943576  -24.900635  -22.196120  -13.135701  -14.845632  -16.682470  -16.338039  -18.528844  -10.953431  -12.749746  -13.852690  -12.641487  -10.982411  -12.477922  -13.373395  -14.045938  -15.059364  -15.699805  -16.302745  -17.287791  -18.124968  -18.804588  -19.672665  -20.872644  -21.934974  -21.943992  -24.251913  -18.611730  -14.918508  -13.739879  -10.678034  -11.476088  -13.542375  -24.472122  -25.329798   -9.744827  -12.018873  -14.132151  -26.815312  -23.436616  -24.192173  -14.731570  -24.097488  -15.094642  -21.475459  -17.050425  -25.601442  -32.525374  -33.571473  -38.461572  -17.871226  -35.302016  -12.111811  -12.823753  -16.198465  -12.141509  -10.785752  -13.168201  -13.160209  -15.187347  -23.780519  -23.530371  -13.765869  -14.723817  -15.483191  -14.373701  -16.156784  -15.641382  -18.643738
      4.082227       17.744877        1.700574               10.00      -3.063193   -0.301406   -1.070625   -5.659106   -3.507046   -4.292474   -8.716241   -9.437607  -10.908476   -8.541527   -8.972484  -11.444044  -14.045336   -9.453685  -10.517371  -13.109435  -13.600656  -19.587304  -32.080531  -36.478192  -12.560549  -13.935556  -13.130377  -14.215472  -14.883064  -18.553480  -18.952990  -24.916047  -22.213729  -13.143930  -14.855315  -16.690066  -16.348288  -18.540550  -10.957507  -12.754744  -13.855413  -12.648710  -10.984858  -12.482701  -13.381969  -14.054836  -15.068891  -15.714510  -16.316243  -17.301673  -18.143637  -18.823139  -19.691605  -20.898671  -21.960458  -21.975192  -24.288139  -18.613214  -14.924907  -13.745463  -10.677829  -11.479952  -13.546938  -24.481809  -25.334267   -9.762437  -12.027388  -14.139198  -26.832534  -23.445526  -24.200872  -14.744795  -24.107811  -15.103262  -21.488772  -17.063000  -25.610020  -32.538377  -33.584268  -38.475776  -17.885585  -35.312637  -12.110917  -12.824458  -16.197598  -12.146946  -10.795155  -13.175775  -13.167675  -15.196217  -23.785246  -23.533055  -13.779107  -14.734173  -15.496645  -14.381950  -16.173566  -15.655065  -18.664958
      4.082420       17.744877        1.700187               10.00      -3.062923   -0.301406   -1.070625   -5.659520   -3.507046   -4.292474   -8.716650   -9.437999  -10.908866   -8.541898   -8.972848  -11.444380  -14.045854   -9.454459  -10.518098  -13.110206  -13.601372  -19.588404  -32.081622  -36.478908  -12.561324  -13.936607  -13.130787  -14.216522  -14.884235  -18.554811  -18.953776  -24.917331  -22.215197  -13.144616  -14.856122  -16.690701  -16.349144  -18.541527  -10.957847  -12.755162  -13.855642  -12.649313  -10.985063  -12.483101  -13.382685  -14.055580  -15.069688  -15.715738  -16.317370  -17.302833  -18.145196  -18.824689  -19.693189  -20.900843  -21.962586  -21.977797  -24.291160  -18.613340  -14.925443  -13.745929  -10.677812  -11.480273  -13.547318  -24.482615  -25.334639   -9.763849  -12.028098  -14.139787  -26.833970  -23.446268  -24.201596  -14.745897  -24.108669  -15.103981  -21.489882  -17.064049  -25.610735  -32.539461  -33.585334  -38.476960  -17.886782  -35.313524  -12.110843  -12.824517  -16.197526  -12.147399  -10.795939  -13.176407  -13.168298  -15.196957  -23.785640  -23.533280  -13.780211  -14.735037  -15.497766  -14.382638  -16.174961  -15.656207  -18.666727
      4.084354       17.747081        1.696323               10.00      -3.060226   -0.301408   -1.070625   -5.663662   -3.507046   -4.292474   -8.720741   -9.441913  -10.912767   -8.545614   -8.976490  -11.447749  -14.051033   -9.462203  -10.525369  -13.117917  -13.608538  -19.599412  -32.092538  -36.486068  -12.569067  -13.947126  -13.134886  -14.227031  -14.895954  -18.568122  -18.961654  -24.930175  -22.229886  -13.151477  -14.864196  -16.697065  -16.357711  -18.551315  -10.961246  -12.759351  -13.857945  -12.655349  -10.987119  -12.487109  -13.389858  -14.063041  -15.077691  -15.728033  -16.328664  -17.314466  -18.160810  -18.840221  -19.709063  -20.922585  -21.983903  -22.003881  -24.321401  -18.614626  -14.930808  -13.750608  -10.677639  -11.483473  -13.551118  -24.490681  -25.338358   -9.777569  -12.035201  -14.145676  -26.848334  -23.453673  -24.208822  -14.756927  -24.117240  -15.111172  -21.500982  -17.074543  -25.617894  -32.550312  -33.595979  -38.488803  -17.898763  -35.322396  -12.110106  -12.825104  -16.196812  -12.151921  -10.803773  -13.182729  -13.174530  -15.204355  -23.789588  -23.535537  -13.791247  -14.743673  -15.508982  -14.389515  -16.188892  -15.667641  -18.684428
      4.086481       17.749648        1.692073               10.00      -3.057264   -0.301411   -1.070625   -5.668216   -3.507046   -4.292474   -8.725240   -9.446220  -10.917058   -8.549704   -8.980500  -11.451462  -14.056725   -9.470723  -10.533375  -13.126404  -13.616430  -19.611531  -32.104560  -36.493957  -12.577563  -13.958713  -13.139392  -14.238608  -14.908862  -18.582760  -18.970350  -24.944305  -22.246057  -13.159026  -14.873084  -16.704098  -16.367161  -18.562113  -10.964989  -12.763983  -13.860514  -12.662004  -10.989398  -12.491542  -13.397775  -14.071294  -15.086555  -15.741596  -16.341132  -17.327323  -18.178039  -18.857376  -19.726613  -20.946554  -22.007430  -22.032658  -24.354717  -18.616087  -14.936742  -13.755780  -10.677446  -11.486972  -13.555295  -24.499547  -25.342443   -9.791907  -12.043023  -14.152171  -26.864146  -23.461798  -24.216746  -14.769069  -24.126636  -15.119089  -21.513196  -17.086102  -25.625778  -32.562262  -33.607673  -38.501838  -17.911957  -35.332177  -12.109304  -12.825750  -16.196036  -12.156888  -10.812389  -13.189693  -13.181396  -15.212499  -23.793938  -23.538037  -13.803392  -14.753178  -15.521326  -14.397083  -16.204168  -15.680251  -18.703918
      4.089189       17.752200        1.686663               10.00      -3.053504   -0.301414   -1.070625   -5.674011   -3.507046   -4.292474   -8.730965   -9.451702  -10.922522   -8.554914   -8.985611  -11.456196  -14.063964   -9.481572  -10.543577  -13.137210  -13.626487  -19.626971  -32.119880  -36.504018  -12.588347  -13.973487  -13.145124  -14.253368  -14.925315  -18.601383  -18.981465  -24.962290  -22.266661  -13.168640  -14.884406  -16.713102  -16.379225  -18.575903  -10.969759  -12.769914  -13.863835  -12.670500  -10.992324  -12.497221  -13.407890  -14.081865  -15.097932  -15.758919  -16.357067  -17.343780  -18.200049  -18.879317  -19.749083  -20.977142  -22.037493  -22.069410  -24.397201  -18.618017  -14.944341  -13.762399  -10.677198  -11.491396  -13.560609  -24.510820  -25.347634   -9.809218  -12.052988  -14.160461  -26.884287  -23.472107  -24.226795  -14.784534  -24.138549  -15.129175  -21.528750  -17.100835  -25.635828  -32.577493  -33.622531  -38.518437  -17.928773  -35.344658  -12.108296  -12.826571  -16.195061  -12.163198  -10.823351  -13.198572  -13.190149  -15.222873  -23.799488  -23.541247  -13.818856  -14.765286  -15.537049  -14.406725  -16.223545  -15.696347  -18.728752
      4.089382       17.752200        1.686276               10.00      -3.053236   -0.301414   -1.070625   -5.674425   -3.507046   -4.292474   -8.731374   -9.452094  -10.922912   -8.555286   -8.985977  -11.456535  -14.064481   -9.482347  -10.544306  -13.137983  -13.627206  -19.628075  -32.120975  -36.504737  -12.589116  -13.974543  -13.145534  -14.254423  -14.926491  -18.602713  -18.982260  -24.963575  -22.268133  -13.169327  -14.885215  -16.713747  -16.380088  -18.576890  -10.970100  -12.770339  -13.864075  -12.671108  -10.992534  -12.497628  -13.408614  -14.082623  -15.098748  -15.760158  -16.358208  -17.344959  -18.201624  -18.880889  -19.750694  -20.979330  -22.039646  -22.072040  -24.400239  -18.618157  -14.944886  -13.762874  -10.677180  -11.491711  -13.560988  -24.511625  -25.348004   -9.810420  -12.053701  -14.161055  -26.885727  -23.472842  -24.227512  -14.785640  -24.139398  -15.129896  -21.529861  -17.101888  -25.636547  -32.578582  -33.623591  -38.519623  -17.929975  -35.345551  -12.108224  -12.826630  -16.194992  -12.163648  -10.824134  -13.199206  -13.190775  -15.223614  -23.799885  -23.541478  -13.819961  -14.766151  -15.538173  -14.407414  -16.224927  -15.697499  -18.730527
      4.091703       17.754736        1.681639               10.00      -3.050021   -0.301417   -1.070625   -5.679390   -3.507046   -4.292474   -8.736279   -9.456794  -10.927597   -8.559757   -8.990364  -11.460602  -14.070679   -9.491651  -10.553062  -13.147251  -13.635840  -19.641325  -32.134127  -36.513380  -12.598330  -13.987230  -13.150446  -14.267099  -14.940618  -18.618669  -18.991832  -24.978992  -22.285813  -13.177574  -14.894931  -16.721515  -16.390466  -18.588755  -10.974196  -12.775459  -13.866974  -12.678414  -10.995067  -12.502531  -13.417324  -14.091750  -15.108589  -15.775064  -16.371931  -17.359155  -18.220570  -18.899800  -19.770083  -21.005627  -22.065532  -22.103666  -24.436732  -18.619878  -14.951445  -13.768583  -10.676964  -11.495472  -13.565540  -24.521279  -25.352446   -9.824541  -12.062254  -14.168184  -26.903008  -23.481649  -24.236091  -14.798908  -24.149563  -15.138552  -21.543199  -17.114538  -25.645176  -32.591658  -33.636301  -38.533859  -17.944410  -35.356279  -12.107372  -12.827333  -16.194170  -12.169046  -10.833528  -13.206830  -13.198292  -15.232514  -23.804655  -23.544256  -13.833222  -14.776540  -15.551663  -14.415688  -16.241479  -15.711341  -18.751842
      4.094217       17.757259        1.676616               10.00      -3.046546   -0.301420   -1.070625   -5.684767   -3.507046   -4.292474   -8.741592   -9.461886  -10.932673   -8.564603   -8.995123  -11.465018  -14.077388   -9.501735  -10.562558  -13.157298  -13.645206  -19.655693  -32.148394  -36.522761  -12.608286  -14.000998  -13.155767  -14.280854  -14.955946  -18.635948  -19.002244  -24.995696  -22.304986  -13.186515  -14.905467  -16.729980  -16.401743  -18.601651  -10.978642  -12.781041  -13.870166  -12.686353  -10.997836  -12.507876  -13.426796  -14.101700  -15.119337  -15.791267  -16.386860  -17.374619  -18.241172  -18.920387  -19.791213  -21.034192  -22.093689  -22.138049  -24.476342  -18.621807  -14.958595  -13.774803  -10.676727  -11.499518  -13.570468  -24.531729  -25.357250   -9.839281  -12.071530  -14.175929  -26.921745  -23.491159  -24.245350  -14.813294  -24.160532  -15.147940  -21.557656  -17.128261  -25.654538  -32.605843  -33.650047  -38.549289  -17.960069  -35.367931  -12.106460  -12.828095  -16.193291  -12.174883  -10.843702  -13.215103  -13.206450  -15.242163  -23.809833  -23.547292  -13.847594  -14.787807  -15.566293  -14.424664  -16.259361  -15.726383  -18.774963
      4.096731       17.759766        1.671593               10.00      -3.043079   -0.301423   -1.070625   -5.690143   -3.507046   -4.292474   -8.746904   -9.466978  -10.937750   -8.569454   -8.999888  -11.469443  -14.084090   -9.511823  -10.572066  -13.167351  -13.654585  -19.670077  -32.162681  -36.532162  -12.618213  -14.014790  -13.161089  -14.294634  -14.971298  -18.653221  -19.012700  -25.012402  -22.324179  -13.195465  -14.916017  -16.738498  -16.413055  -18.614592  -10.983099  -12.786662  -13.873412  -12.694317  -11.000631  -12.513257  -13.436308  -14.111717  -15.130175  -15.807529  -16.401853  -17.390173  -18.261855  -18.941079  -19.812473  -21.062838  -22.121966  -22.172558  -24.516034  -18.623801  -14.965792  -13.781057  -10.676487  -11.503532  -13.575393  -24.542170  -25.362046   -9.853544  -12.080818  -14.183698  -26.940498  -23.500639  -24.254574  -14.827691  -24.171454  -15.157337  -21.572120  -17.142006  -25.663915  -32.620049  -33.663766  -38.564726  -17.975749  -35.379614  -12.105559  -12.828857  -16.192425  -12.180709  -10.853873  -13.223390  -13.214622  -15.251821  -23.815024  -23.550354  -13.861973  -14.799086  -15.580941  -14.433655  -16.277198  -15.741471  -18.798114
      4.096925       17.759766        1.671206               10.00      -3.042813   -0.301424   -1.070625   -5.690556   -3.507046   -4.292474   -8.747312   -9.467370  -10.938141   -8.569828   -9.000255  -11.469784  -14.084605   -9.512599  -10.572798  -13.168125  -13.655307  -19.671184  -32.163781  -36.532886  -12.618976  -14.015852  -13.161499  -14.295695  -14.972480  -18.654549  -19.013506  -25.013687  -22.325657  -13.196154  -14.916829  -16.739155  -16.413927  -18.615589  -10.983443  -12.787096  -13.873664  -12.694931  -11.000847  -12.513672  -13.437041  -14.112490  -15.131013  -15.808782  -16.403009  -17.391373  -18.263449  -18.942675  -19.814114  -21.065045  -22.124147  -22.175218  -24.519090  -18.623957  -14.966347  -13.781540  -10.676468  -11.503840  -13.575772  -24.542973  -25.362414   -9.854624  -12.081532  -14.184296  -26.941941  -23.501367  -24.255282  -14.828800  -24.172292  -15.158061  -21.573233  -17.143064  -25.664637  -32.621142  -33.664820  -38.565914  -17.976956  -35.380514  -12.105490  -12.828915  -16.192359  -12.181156  -10.854655  -13.224028  -13.215251  -15.252564  -23.815424  -23.550591  -13.863080  -14.799954  -15.582069  -14.434347  -16.278568  -15.742633  -18.799896
